pantone_name;rgb_r;rgb_g;rgb_b;rgb;hex;cmyk_c;cmyk_m;cmyk_y;cmyk_k
7421;99;0;70;99,0,70;#630046;0;100;30;61
7422;255;232;242;255,232,242;#FFE8F2;0;9;5;0
7423;255;115;199;255,115,199;#FF73C7;0;55;22;0
7424;255;64;179;255,64,179;#FF40B3;0;75;30;0
7425;237;24;166;237,24,166;#ED18A6;0;90;30;7
7426;209;0;115;209,0,115;#D10073;0;100;45;18
7427;184;0;64;184,0,64;#B80040;0;100;65;28
7428;115;23;63;115,23,63;#73173F;0;80;45;55
7429;255;209;247;255,209,247;#FFD1F7;0;18;3;0
7430;250;176;255;250,176,255;#FAB0FF;2;31;0;0
7431;242;150;237;242,150,237;#F296ED;0;38;2;5
7432;230;103;223;230,103,223;#E667DF;0;55;3;10
7433;217;54;184;217,54,184;#D936B8;0;75;15;15
7434;204;41;173;204,41,173;#CC29AD;0;80;15;20
7435;166;0;149;166,0,149;#A60095;0;100;10;35
7436;247;235;255;247,235,255;#F7EBFF;3;8;0;0
7437;240;204;255;240,204,255;#F0CCFF;6;20;0;0
7438;217;166;255;217,166,255;#D9A6FF;15;35;0;0
7439;204;166;255;204,166,255;#CCA6FF;20;35;0;0
7440;179;153;255;179,153,255;#B399FF;30;40;0;0
7441;163;128;255;163,128,255;#A380FF;36;50;0;0
7442;128;77;255;128,77,255;#804DFF;50;70;0;0
7443;240;242;255;240,242,255;#F0F2FF;6;5;0;0
7444;204;212;255;204,212,255;#CCD4FF;20;17;0;0
7445;173;198;247;173,198,247;#ADC6F7;30;20;0;3
7446;145;158;255;145,158,255;#919EFF;43;38;0;0
7447;83;87;207;83,87,207;#5357CF;60;58;0;19
7448;78;67;115;78,67,115;#4E4373;32;42;0;55
7449;39;0;32;39,0,32;#270020;72;100;77;46
7450;204;230;255;204,230,255;#CCE6FF;20;10;0;0
7451;153;201;255;153,201,255;#99C9FF;40;21;0;0
7452;128;173;255;128,173,255;#80ADFF;50;32;0;0
7453;128;189;255;128,189,255;#80BDFF;50;26;0;0
7454;115;174;230;115,174,230;#73AEE6;50;24;0;10
7455;51;120;255;51,120,255;#3378FF;80;53;0;0
7456;107;154;237;107,154,237;#6B9AED;55;35;0;7
7457;224;255;250;224,255,250;#E0FFFA;12;0;2;0
7458;144;240;228;144,240,228;#90F0E4;40;0;5;6
7459;95;222;209;95,222,209;#5FDED1;57;0;6;13
7460;0;242;242;0,242,242;#00F2F2;100;0;0;5
7461;56;184;255;56,184,255;#38B8FF;78;28;0;0
7462;0;115;230;0,115,230;#0073E6;100;50;0;10
7463;0;51;89;0,51,89;#003359;100;43;0;65
7464;191;255;230;191,255,230;#BFFFE6;25;0;10;0
7465;128;255;191;128,255,191;#80FFBF;50;0;25;0
7466;77;255;196;77,255,196;#4DFFC4;70;0;23;0
7467;13;255;191;13,255,191;#0DFFBF;95;0;25;0
7468;0;165;184;0,165,184;#00A5B8;100;10;0;28
7469;0;122;153;0,122,153;#007A99;100;20;0;40
7470;28;119;140;28,119,140;#1C778C;80;15;0;45
7471;184;255;219;184,255,219;#B8FFDB;28;0;14;0
7472;122;255;191;122,255,191;#7AFFBF;52;0;25;0
7473;70;235;145;70,235,145;#46EB91;70;0;38;8
7474;20;199;143;20,199,143;#14C78F;90;0;28;22
7475;89;179;134;89,179,134;#59B386;50;0;25;30
7476;0;102;58;0,102,58;#00663A;100;0;43;60
7477;16;82;73;16,82,73;#105249;80;0;10;68
7478;209;255;219;209,255,219;#D1FFDB;18;0;14;0
7479;115;255;128;115,255,128;#73FF80;55;0;50;0
7480;102;255;128;102,255,128;#66FF80;60;0;50;0
7481;102;255;115;102,255,115;#66FF73;60;0;55;0
7482;51;255;64;51,255,64;#33FF40;80;0;75;0
7483;17;115;0;17,115,0;#117300;85;0;100;55
7484;0;128;19;0,128,19;#008013;100;0;85;50
7485;240;255;230;240,255,230;#F0FFE6;6;0;10;0
7486;204;255;179;204,255,179;#CCFFB3;20;0;30;0
7487;179;255;140;179,255,140;#B3FF8C;30;0;45;0
7488;145;255;102;145,255,102;#91FF66;43;0;60;0
7489;95;237;47;95,237,47;#5FED2F;60;0;80;7
7490;91;166;33;91,166,33;#5BA621;45;0;80;35
7491;104;153;0;104,153,0;#689900;32;0;100;40
7492;209;237;119;209,237,119;#D1ED77;12;0;50;7
7493;197;230;147;197,230,147;#C5E693;14;0;36;10
7494;163;217;130;163,217,130;#A3D982;25;0;40;15
7495;134;179;36;134,179,36;#86B324;25;0;80;30
7496;95;158;0;95,158,0;#5F9E00;40;0;100;38
7497;115;134;57;115,134,57;#738639;40;30;70;25
7498;38;51;0;38,51,0;#263300;25;0;100;80
7499;255;250;217;255,250,217;#FFFAD9;0;2;15;0
7500;247;242;210;247,242,210;#F7F2D2;0;2;15;3
7501;240;230;192;240,230,192;#F0E6C0;0;4;20;6
7502;230;211;149;230,211,149;#E6D395;0;8;35;10
7503;191;168;124;191,168,124;#BFA87C;0;12;35;25
7504;153;115;84;153,115,84;#997354;0;25;45;40
7505;115;80;34;115,80,34;#735022;0;30;70;55
7506;255;242;217;255,242,217;#FFF2D9;0;5;15;0
7507;255;230;179;255,230,179;#FFE6B3;0;10;30;0
7508;245;208;147;245,208,147;#F5D093;0;15;40;4
7509;242;194;121;242,194,121;#F2C279;0;20;50;5
7510;227;159;64;227,159,64;#E39F40;0;30;72;11
7511;191;105;0;191,105,0;#BF6900;0;45;100;25
7512;171;92;0;171,92,0;#AB5C00;0;46;100;33
7513;247;203;178;247,203,178;#F7CBB2;0;18;28;3
7514;242;184;150;242,184,150;#F2B896;0;24;38;5
7515;224;146;112;224,146,112;#E09270;0;35;50;12
7516;166;80;0;166,80,0;#A65000;0;52;100;35
7517;143;57;0;143,57,0;#8F3900;0;60;100;44
7518;102;61;46;102,61,46;#663D2E;0;40;55;60
7519;66;53;0;66,53,0;#423500;50;60;100;48
7520;255;214;207;255,214,207;#FFD6CF;0;16;19;0
7521;230;172;184;230,172,184;#E6ACB8;0;25;20;10
7522;214;129;150;214,129,150;#D68196;0;40;30;16
7523;204;122;133;204,122,133;#CC7A85;0;40;35;20
7524;186;84;74;186,84,74;#BA544A;0;55;60;27
7525;179;98;89;179,98,89;#B36259;0;45;50;30
7526;166;58;0;166,58,0;#A63A00;0;65;100;35
7527;237;232;223;237,232,223;#EDE8DF;0;2;6;7
7528;230;223;207;230,223,207;#E6DFCF;0;3;10;10
7529;212;203;186;212,203,186;#D4CBBA;0;4;12;17
7530;173;160;137;173,160,137;#ADA089;0;8;21;32
7531;128;115;93;128,115,93;#80735D;0;10;27;50
7532;89;74;45;89,74,45;#594A2D;0;17;50;65
7533;38;30;6;38,30,6;#261E06;0;22;85;85
7534;230;225;211;230,225,211;#E6E1D3;0;2;8;10
7535;204;198;173;204,198,173;#CCC6AD;0;3;15;20
7536;173;166;135;173,166,135;#ADA687;0;4;22;32
7537;198;204;184;198,204,184;#C6CCB8;3;0;10;20
7538;162;179;155;162,179,155;#A2B39B;9;0;13;30
7539;160;163;149;160,163,149;#A0A395;2;0;9;36
7540;71;71;71;71,71,71;#474747;0;0;0;72
7541;237;242;242;237,242,242;#EDF2F2;2;0;0;5
7542;193;214;208;193,214,208;#C1D6D0;10;0;3;16
7543;166;179;179;166,179,179;#A6B3B3;7;0;0;30
7544;138;151;153;138,151,153;#8A9799;10;1;0;40
7545;73;92;94;73,92,94;#495C5E;23;2;0;63
7546;48;69;71;48,69,71;#304547;33;4;0;72
7547;10;15;15;10,15,15;#0A0F0F;35;4;0;94
Black;5;4;3;5,4,3;#050403;0;13;49;98
Yellow 2X;252;214;5;252,214,5;#FCD605;1;16;98;0
116 2X;255;145;5;255,145,5;#FF9105;0;43;98;0
130 2X;255;107;8;255,107,8;#FF6B08;0;58;97;0
165 2X;255;8;10;255,8,10;#FF080A;0;97;96;0
Warm Red 2X;255;3;13;255,3,13;#FF030D;0;99;95;0
1788 2X;252;0;10;252,0,10;#FC000A;1;100;96;0
185 2X;252;0;10;252,0,10;#FC000A;1;100;96;0
485 2X;252;0;10;252,0,10;#FC000A;1;100;96;0
Rubine Red 2X;245;0;208;245,0,208;#F500D0;0;100;15;4
Rhodamine Red 2X;247;28;255;247,28,255;#F71CFF;3;89;0;0
239 2X;232;0;161;232,0,161;#E800A1;9;100;37;0
Purple 2X;179;0;232;179,0,232;#B300E8;30;100;9;0
2592 2X;48;5;255;48,5,255;#3005FF;81;98;0;0
Violet 2X;0;0;252;0,0,252;#0000FC;100;100;1;0
Reflex Blue 2X;3;3;252;3,3,252;#0303FC;99;99;1;0
Process Blue 2X;0;150;255;0,150,255;#0096FF;100;41;0;0
299 2X;3;191;255;3,191,255;#03BFFF;99;25;0;0
306 2X;13;252;242;13,252,242;#0DFCF2;95;1;5;0
320 2X;0;204;191;0,204,191;#00CCBF;100;20;25;0
327 2X;2;168;10;2,168,10;#02A80A;99;32;96;3
Green 2X;0;252;28;0,252,28;#00FC1C;100;1;89;0
354 2X;5;255;5;5,255,5;#05FF05;98;0;98;0
368 2X;28;252;3;28,252,3;#1CFC03;89;1;99;0
375 2X;56;255;0;56,255,0;#38FF00;78;0;100;0
382 2X;156;252;3;156,252,3;#9CFC03;39;1;99;0
471 2X;204;31;5;204,31,5;#CC1F05;20;88;98;0
464 2X;128;48;7;128,48,7;#803007;47;80;97;5
433 2X;12;21;24;12,21,24;#0C1518;84;73;69;70
Black 2;0;0;0;0,0,0;#000000;0;0;30;100
Black 3;0;0;0;0,0,0;#000000;69;0;43;100
Black 4;0;0;0;0,0,0;#000000;0;27;91;100
Black 5;0;0;0;0,0,0;#000000;0;38;0;100
Black 6;0;0;0;0,0,0;#000000;100;38;0;100
Black 7;33;33;30;33,33,30;#21211E;0;0;11;87
Black 2 2X;13;22;23;13,22,23;#0D1617;83;71;70;70
Black 3 2X;14;22;25;14,22,25;#0E1619;83;73;69;68
Black 4 2X;14;22;22;14,22,22;#0E1616;81;70;70;71
Black 5 2X;15;19;24;15,19,24;#0F1318;82;77;72;67
Black 6 2X;11;20;22;11,20,22;#0B1416;84;72;69;72
Black 7 2X;37;50;48;37,50,48;#253230;76;68;69;39
801;23;255;227;23,255,227;#17FFE3;91;0;11;0
802;107;255;5;107,255,5;#6BFF05;58;0;98;0
803;252;232;31;252,232,31;#FCE81F;1;9;88;0
804;255;89;20;255,89,20;#FF5914;0;65;92;0
805;255;33;56;255,33,56;#FF2138;0;87;78;0
806;250;15;150;250,15,150;#FA0F96;2;94;41;0
807;230;10;235;230,10,235;#E60AEB;10;96;8;0
801 2X;3;224;245;3,224,245;#03E0F5;99;12;4;0
802 2X;64;255;3;64,255,3;#40FF03;75;0;99;0
803 2X;255;196;8;255,196,8;#FFC408;0;23;97;0
804 2X;255;54;10;255,54,10;#FF360A;0;79;96;0
805 2X;255;15;20;255,15,20;#FF0F14;0;94;92;0
806 2X;252;8;122;252,8,122;#FC087A;1;97;52;0
807 2X;219;3;247;219,3,247;#DB03F7;14;99;3;0
808;38;255;122;38,255,122;#26FF7A;85;0;52;0
809;232;247;15;232,247,15;#E8F70F;9;3;94;0
810;255;173;15;255,173,15;#FFAD0F;0;32;94;0
811;255;46;20;255,46,20;#FF2E14;0;82;92;0
812;255;15;115;255,15,115;#FF0F73;0;94;55;0
813;235;13;201;235,13,201;#EB0DC9;8;95;21;0
814;64;105;255;64,105,255;#4069FF;75;59;0;0
808 2X;10;255;71;10,255,71;#0AFF47;96;0;72;0
809 2X;230;237;8;230,237,8;#E6ED08;10;7;97;0
810 2X;255;148;13;255,148,13;#FF940D;0;42;95;0
811 2X;255;26;10;255,26,10;#FF1A0A;0;90;96;0
812 2X;255;8;59;255,8,59;#FF083B;0;97;77;0
813 2X;237;5;204;237,5,204;#ED05CC;7;98;20;0
814 2X;48;71;255;48,71,255;#3047FF;81;72;0;0
